mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_impurity_decrease,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
37.719686460495,3.864546710907468,1.301664686203003,0.17309785421842427,,0.0,2,100,"{'max_depth': None, 'min_impurity_decrease': 0.0, 'min_samples_split': 2, 'n_estimators': 100}",0.9774187784222574,0.9779826410244333,0.976874546946589,0.9759490049160584,0.9759301762855893,0.9768310295189856,0.0008078434932053956,6
83.21401753425599,0.20511366412531287,5.121982002258301,0.2874263097862669,,0.0,2,200,"{'max_depth': None, 'min_impurity_decrease': 0.0, 'min_samples_split': 2, 'n_estimators': 200}",0.976862962607319,0.9796491580058955,0.9774290661519933,0.9789109561364142,0.9772343336361184,0.9780172953075482,0.0010726725543704471,4
103.32956891059875,4.801637560583881,8.481368494033813,1.9692326637074862,,0.0,2,300,"{'max_depth': None, 'min_impurity_decrease': 0.0, 'min_samples_split': 2, 'n_estimators': 300}",0.9785323042829197,0.9798380677617173,0.9787264219555418,0.9794654880000684,0.9764928947652254,0.9786110353530943,0.0011611830223651367,2
39.72565336227417,1.3973144618220712,6.734375619888306,1.2510366957568333,,0.0,5,100,"{'max_depth': None, 'min_impurity_decrease': 0.0, 'min_samples_split': 5, 'n_estimators': 100}",0.9774229360004288,0.9770620248464932,0.9759479519880795,0.9768704709982696,0.977237467633588,0.9769081702933718,0.0005139128575198746,5
65.67068738937378,0.7207464719450047,8.159322261810303,0.4680750988131828,,0.0,5,200,"{'max_depth': None, 'min_impurity_decrease': 0.0, 'min_samples_split': 5, 'n_estimators': 200}",0.9787207415941669,0.9787255055856566,0.9777990814609769,0.979831050710491,0.9772364294342178,0.9784625617571019,0.0008890629760997958,3
95.93893957138062,0.8749427030775858,5.362247133255005,1.0444990902742621,,0.0,5,300,"{'max_depth': None, 'min_impurity_decrease': 0.0, 'min_samples_split': 5, 'n_estimators': 300}",0.9787188243888121,0.9798363477665569,0.9779836079783121,0.9803883300825879,0.9764928947652254,0.978684000996299,0.0013802427523776143,1
26.8596688747406,0.5271030020270356,6.399147367477417,2.299054828142703,,0.0001,2,100,"{'max_depth': None, 'min_impurity_decrease': 0.0001, 'min_samples_split': 2, 'n_estimators': 100}",0.9722322862640632,0.9764993465848802,0.9774300478892545,0.975389079494402,0.9727805979556899,0.9748662716376579,0.0020396629212952673,12
47.119280862808225,2.347033730151804,4.935555362701416,0.8207679275501767,,0.0001,2,200,"{'max_depth': None, 'min_impurity_decrease': 0.0001, 'min_samples_split': 2, 'n_estimators': 200}",0.9742642675513823,0.9772405434622972,0.9768755495496267,0.9776116118263469,0.975567986543992,0.9763119917867289,0.0012341423061337485,10
58.69581809043884,2.9211491310236584,5.329286766052246,0.7948834162939578,,0.0001,2,300,"{'max_depth': None, 'min_impurity_decrease': 0.0001, 'min_samples_split': 2, 'n_estimators': 300}",0.9761214580165197,0.9777951559618423,0.9757613318119954,0.9770549944939037,0.9755622247255057,0.9764590330019534,0.0008420693047242934,8
23.805505084991456,0.7642358560998931,3.75414834022522,0.4150940716937516,,0.0001,5,100,"{'max_depth': None, 'min_impurity_decrease': 0.0001, 'min_samples_split': 5, 'n_estimators': 100}",0.9750096495885776,0.9757591685245615,0.9774300478892545,0.9768683936684656,0.9746359434877301,0.9759406406317177,0.0010659240837517774,11
